subject_curie,subject_name,predicate,object_curie,object_name,PMID,repo_support,jev_support,q_statement,variant,prompt_version,elapsed_s,error
MONDO:0021948,cutaneous tuberculosis,biolink:coexists_with,UMLS:C0085393,Immunocompromised Host,PMID:30893397,yes,yes,0.78,base,3,0.325,
UBERON:0000955,brain,biolink:produces,UMLS:C0016904,gamma-aminobutyric acid,PMID:10976932,maybe,maybe,0.47,base,3,0.332,
CHEBI:46662,mineral,biolink:interacts_with,UMLS:C0017337,Genes,PMID:15897898,yes,yes,0.73,base,3,0.362,
HP:0002970,Genu varum,biolink:located_in,UMLS:C0205653,Adolescent (age group),PMID:26290852,yes,no,0.28,base,3,0.342,
CHEBI:33699,messenger RNA,biolink:located_in,UBERON:0002836,lumbar dorsal root ganglion,PMID:12060099,yes,yes,0.78,base,3,0.325,
NCBIGene:7472,WNT2,biolink:located_in,CL:0000182,hepatocyte,PMID:31667643,no,no,0.1,base,3,0.339,
UMLS:C0003402,Antioxidants,biolink:affects,CHEBI:18421,superoxide,PMID:35110539,yes,yes,0.83,base,3,0.349,
UMLS:C0878412,A-23187,biolink:disrupts,UMLS:C1140999,Contraction (finding),PMID:8263781,yes,yes,0.81,base,3,0.361,
CHEBI:26995,thromboxane,biolink:affects,UMLS:C0387583,cyclooxygenase 2,PMID:22545970,no,maybe,0.44,base,3,0.321,
UMLS:C0017337,Genes,biolink:related_to,MONDO:0007759,"hyperlipidemia, familial combined, LPL related",PMID:34478023,yes,yes,0.86,base,3,0.333,
UMLS:C0035203,Respiration,biolink:affects,NCIT:C57815,"Gastrointestinal Leak NOS, CTCAE",PMID:8045145,no,maybe,0.51,base,3,0.339,
NCBIGene:7124,TNF,biolink:related_to,MONDO:0005388,primary biliary cholangitis,PMID:10068101,yes,yes,0.81,base,3,0.342,
